org,repo_name,full_name,id,login,user_name,contributions
Financial-Times,n-teaser,Financial-Times/n-teaser,1978880,adgad,Arjun Gadhia,46
Financial-Times,n-teaser,Financial-Times/n-teaser,18816,aintgoin2goa,Paul Wilson,3
Financial-Times,n-teaser,Financial-Times/n-teaser,3966773,alexflorisca,Alex Florisca,6
Financial-Times,n-teaser,Financial-Times/n-teaser,68009,alicebartlett,Alice Bartlett,1
Financial-Times,n-teaser,Financial-Times/n-teaser,8938227,andygnewman,Andy Newman,26
Financial-Times,n-teaser,Financial-Times/n-teaser,10484515,andygout,Andy Gout,2
Financial-Times,n-teaser,Financial-Times/n-teaser,295469,benbarnett,Ben Barnett,8
Financial-Times,n-teaser,Financial-Times/n-teaser,733849,bjfletcher,Ben Fletcher,11
Financial-Times,n-teaser,Financial-Times/n-teaser,15640,constantology,christos constandinou,4
Financial-Times,n-teaser,Financial-Times/n-teaser,2759279,dan-searle,Dan Searle,1
Financial-Times,n-teaser,Financial-Times/n-teaser,7655115,ddigulescu,Dragos Digulescu,2
Financial-Times,n-teaser,Financial-Times/n-teaser,996106,debugwand,D Budge,22
Financial-Times,n-teaser,Financial-Times/n-teaser,35035,edds,Edd Sowden,2
Financial-Times,n-teaser,Financial-Times/n-teaser,21194161,fenglish,Asuka Ochi,8
Financial-Times,n-teaser,Financial-Times/n-teaser,16777943,gvonkoss,Gabrielle von Koss,63
Financial-Times,n-teaser,Financial-Times/n-teaser,271645,i-like-robots,Matt Hinchliffe,42
Financial-Times,n-teaser,Financial-Times/n-teaser,74132,ironsidevsquincy,Darren Hurley,6
Financial-Times,n-teaser,Financial-Times/n-teaser,25018001,jenniferemshepherd,Jennifer Shepherd,5
Financial-Times,n-teaser,Financial-Times/n-teaser,17846996,jkerr321,Jennifer Johnson,2
Financial-Times,n-teaser,Financial-Times/n-teaser,471250,jonnywyatt,Jon Wyatt,2
Financial-Times,n-teaser,Financial-Times/n-teaser,10063385,kateloschinina,Katerina Loschinina,2
Financial-Times,n-teaser,Financial-Times/n-teaser,684559,kavanagh,Luke Kavanagh,10
Financial-Times,n-teaser,Financial-Times/n-teaser,30316203,ker-an,Keran Braich,1
Financial-Times,n-teaser,Financial-Times/n-teaser,4622378,laurieboyes,Laurie Boyes,1
Financial-Times,n-teaser,Financial-Times/n-teaser,3425322,lc512k,Laura Carvajal,25
Financial-Times,n-teaser,Financial-Times/n-teaser,150157,leafrogers,Leaf Rogers,106
Financial-Times,n-teaser,Financial-Times/n-teaser,11544418,leggsimon,Simon Legg,2
Financial-Times,n-teaser,Financial-Times/n-teaser,17549437,magsallen,Mags Allen,1
Financial-Times,n-teaser,Financial-Times/n-teaser,17617876,missamynicholson,Amy Nicholson,16
Financial-Times,n-teaser,Financial-Times/n-teaser,1240073,onishiweb,Adam Onishi,6
Financial-Times,n-teaser,Financial-Times/n-teaser,708296,remybach,Rémy Bach,1
Financial-Times,n-teaser,Financial-Times/n-teaser,25180681,renovate-bot,Mend Renovate,1
Financial-Times,n-teaser,Financial-Times/n-teaser,4048999,roland-vachter,Roland Vachter,1
Financial-Times,n-teaser,Financial-Times/n-teaser,17046637,saldixon,,7
Financial-Times,n-teaser,Financial-Times/n-teaser,3853889,sam-artuso,Sam Artuso,1
Financial-Times,n-teaser,Financial-Times/n-teaser,51677,sjparkinson,Samuel Parkinson,12
Financial-Times,n-teaser,Financial-Times/n-teaser,900140,tom-parker,Tom Parker,4
Financial-Times,n-teaser,Financial-Times/n-teaser,447559,wheresrhys,Rhys Evans,37
Financial-Times,n-teaser-collection,Financial-Times/n-teaser-collection,524573,GlynnPhillips,Glynn Phillips,2
Financial-Times,n-teaser-collection,Financial-Times/n-teaser-collection,1978880,adgad,Arjun Gadhia,2
Financial-Times,n-teaser-collection,Financial-Times/n-teaser-collection,8938227,andygnewman,Andy Newman,2
Financial-Times,n-teaser-collection,Financial-Times/n-teaser-collection,74132,ironsidevsquincy,Darren Hurley,1
Financial-Times,n-teaser-collection,Financial-Times/n-teaser-collection,3425322,lc512k,Laura Carvajal,6
Financial-Times,n-teaser-collection,Financial-Times/n-teaser-collection,150157,leafrogers,Leaf Rogers,32
Financial-Times,n-teaser-collection,Financial-Times/n-teaser-collection,447559,wheresrhys,Rhys Evans,5
Financial-Times,n-test,Financial-Times/n-test,1978880,adgad,Arjun Gadhia,257
Financial-Times,n-test,Financial-Times/n-test,440052,alexwilson,Alex Wilson,1
Financial-Times,n-test,Financial-Times/n-test,10484515,andygout,Andy Gout,11
Financial-Times,n-test,Financial-Times/n-test,631757,apaleslimghost,Kara Brightwell,2
Financial-Times,n-test,Financial-Times/n-test,733849,bjfletcher,Ben Fletcher,3
Financial-Times,n-test,Financial-Times/n-test,17812050,boyewale,Bolu Oyewale,2
Financial-Times,n-test,Financial-Times/n-test,203221,carlesandres,Carles Andrés,9
Financial-Times,n-test,Financial-Times/n-test,996106,debugwand,D Budge,6
Financial-Times,n-test,Financial-Times/n-test,49699333,dependabot[bot],,2
Financial-Times,n-test,Financial-Times/n-test,165903752,dependency-auto-merger[bot],,1
Financial-Times,n-test,Financial-Times/n-test,35035,edds,Edd Sowden,2
Financial-Times,n-test,Financial-Times/n-test,20328348,emortong,Estefania Morton,6
Financial-Times,n-test,Financial-Times/n-test,7020796,ivomurrell,Ivo Murrell,29
Financial-Times,n-test,Financial-Times/n-test,1705375,jamesnicholls,James Nicholls,6
Financial-Times,n-test,Financial-Times/n-test,25018001,jenniferemshepherd,Jennifer Shepherd,5
Financial-Times,n-test,Financial-Times/n-test,17846996,jkerr321,Jennifer Johnson,2
Financial-Times,n-test,Financial-Times/n-test,893208,joelcarr,Joel Carr,10
Financial-Times,n-test,Financial-Times/n-test,102036944,juanSanchezAlcala,Juan Sanchez Alcala,9
Financial-Times,n-test,Financial-Times/n-test,684559,kavanagh,Luke Kavanagh,4
Financial-Times,n-test,Financial-Times/n-test,30316203,ker-an,Keran Braich,5
Financial-Times,n-test,Financial-Times/n-test,54366961,leannecornish-ft,,16
Financial-Times,n-test,Financial-Times/n-test,11778762,maxcbc,maxcbc,6
Financial-Times,n-test,Financial-Times/n-test,708296,remybach,Rémy Bach,2
Financial-Times,n-test,Financial-Times/n-test,25180681,renovate-bot,Mend Renovate,5
Financial-Times,n-test,Financial-Times/n-test,138944,rowanmanning,Rowan Manning,8
Financial-Times,n-test,Financial-Times/n-test,20088576,serena97,Serena Chan,6
Financial-Times,n-test,Financial-Times/n-test,2773428,simonplend,Simon Plenderleith,21
Financial-Times,n-test,Financial-Times/n-test,51677,sjparkinson,Samuel Parkinson,7
Financial-Times,n-test,Financial-Times/n-test,5130615,tbergmen,Tunca Bergmen,1
Financial-Times,n-topic-card,Financial-Times/n-topic-card,524573,GlynnPhillips,Glynn Phillips,7
Financial-Times,n-topic-card,Financial-Times/n-topic-card,3882381,Lily2point0,,1
Financial-Times,n-topic-card,Financial-Times/n-topic-card,8417658,alexandercurtis,Alex Curtis,4
Financial-Times,n-topic-card,Financial-Times/n-topic-card,3966773,alexflorisca,Alex Florisca,2
Financial-Times,n-topic-card,Financial-Times/n-topic-card,8938227,andygnewman,Andy Newman,3
Financial-Times,n-topic-card,Financial-Times/n-topic-card,10484515,andygout,Andy Gout,5
Financial-Times,n-topic-card,Financial-Times/n-topic-card,12309518,aperezgarcia93,Álvaro Pérez García,2
Financial-Times,n-topic-card,Financial-Times/n-topic-card,295469,benbarnett,Ben Barnett,25
Financial-Times,n-topic-card,Financial-Times/n-topic-card,8225167,binaryberry,Tatiana Stantonian,2
Financial-Times,n-topic-card,Financial-Times/n-topic-card,733849,bjfletcher,Ben Fletcher,1
Financial-Times,n-topic-card,Financial-Times/n-topic-card,107469842,camillecroci,Camille,4
Financial-Times,n-topic-card,Financial-Times/n-topic-card,2759279,dan-searle,Dan Searle,6
Financial-Times,n-topic-card,Financial-Times/n-topic-card,996106,debugwand,D Budge,46
Financial-Times,n-topic-card,Financial-Times/n-topic-card,49699333,dependabot[bot],,1
Financial-Times,n-topic-card,Financial-Times/n-topic-card,35035,edds,Edd Sowden,2
Financial-Times,n-topic-card,Financial-Times/n-topic-card,21194161,fenglish,Asuka Ochi,8
Financial-Times,n-topic-card,Financial-Times/n-topic-card,2237167,gyss,J.Llad,4
Financial-Times,n-topic-card,Financial-Times/n-topic-card,271645,i-like-robots,Matt Hinchliffe,3
Financial-Times,n-topic-card,Financial-Times/n-topic-card,74132,ironsidevsquincy,Darren Hurley,2
Financial-Times,n-topic-card,Financial-Times/n-topic-card,25018001,jenniferemshepherd,Jennifer Shepherd,2
Financial-Times,n-topic-card,Financial-Times/n-topic-card,17846996,jkerr321,Jennifer Johnson,1
Financial-Times,n-topic-card,Financial-Times/n-topic-card,102036944,juanSanchezAlcala,Juan Sanchez Alcala,3
Financial-Times,n-topic-card,Financial-Times/n-topic-card,2019650,juancancela,Juan Carlos Cancela,7
Financial-Times,n-topic-card,Financial-Times/n-topic-card,10063385,kateloschinina,Katerina Loschinina,3
Financial-Times,n-topic-card,Financial-Times/n-topic-card,684559,kavanagh,Luke Kavanagh,1
Financial-Times,n-topic-card,Financial-Times/n-topic-card,30316203,ker-an,Keran Braich,1
Financial-Times,n-topic-card,Financial-Times/n-topic-card,4622378,laurieboyes,Laurie Boyes,4
Financial-Times,n-topic-card,Financial-Times/n-topic-card,150157,leafrogers,Leaf Rogers,15
Financial-Times,n-topic-card,Financial-Times/n-topic-card,54366961,leannecornish-ft,,2
Financial-Times,n-topic-card,Financial-Times/n-topic-card,11544418,leggsimon,Simon Legg,7
Financial-Times,n-topic-card,Financial-Times/n-topic-card,17549437,magsallen,Mags Allen,2
Financial-Times,n-topic-card,Financial-Times/n-topic-card,11778762,maxcbc,maxcbc,8
Financial-Times,n-topic-card,Financial-Times/n-topic-card,10405691,notlee,Lee Moody,2
Financial-Times,n-topic-card,Financial-Times/n-topic-card,25180681,renovate-bot,Mend Renovate,2
Financial-Times,n-topic-card,Financial-Times/n-topic-card,138944,rowanmanning,Rowan Manning,2
Financial-Times,n-topic-card,Financial-Times/n-topic-card,51677,sjparkinson,Samuel Parkinson,8
Financial-Times,n-topic-card,Financial-Times/n-topic-card,16674724,sourcier,Roger Rajaratnam,9
Financial-Times,n-topic-card,Financial-Times/n-topic-card,752680,umbobabo,Umberto,9
Financial-Times,n-topic-card,Financial-Times/n-topic-card,447559,wheresrhys,Rhys Evans,17
Financial-Times,n-tracking,Financial-Times/n-tracking,1569131,JakeChampion,Jake Champion,3
Financial-Times,n-tracking,Financial-Times/n-tracking,2445413,NickColley,Nick Colley,1
Financial-Times,n-tracking,Financial-Times/n-tracking,185041,aendra-rininsland,Ændra Rininsland,2
Financial-Times,n-tracking,Financial-Times/n-tracking,1217931,andrewgeorgiou1981,Andrew Georgiou,1
Financial-Times,n-tracking,Financial-Times/n-tracking,10484515,andygout,Andy Gout,14
Financial-Times,n-tracking,Financial-Times/n-tracking,631757,apaleslimghost,Kara Brightwell,8
Financial-Times,n-tracking,Financial-Times/n-tracking,5731733,benwallman,Ben Wallman,5
Financial-Times,n-tracking,Financial-Times/n-tracking,178266,chee,chee,1
Financial-Times,n-tracking,Financial-Times/n-tracking,105658311,danieltonevft,,1
Financial-Times,n-tracking,Financial-Times/n-tracking,996106,debugwand,D Budge,2
Financial-Times,n-tracking,Financial-Times/n-tracking,49699333,dependabot[bot],,1
Financial-Times,n-tracking,Financial-Times/n-tracking,165903752,dependency-auto-merger[bot],,1
Financial-Times,n-tracking,Financial-Times/n-tracking,35035,edds,Edd Sowden,1
Financial-Times,n-tracking,Financial-Times/n-tracking,20328348,emortong,Estefania Morton,8
Financial-Times,n-tracking,Financial-Times/n-tracking,1362205,geek-caroline,Caroline,16
Financial-Times,n-tracking,Financial-Times/n-tracking,2237167,gyss,J.Llad,1
Financial-Times,n-tracking,Financial-Times/n-tracking,271645,i-like-robots,Matt Hinchliffe,110
Financial-Times,n-tracking,Financial-Times/n-tracking,33205310,ifeanyiisitor,Ifeanyi Isitor,50
Financial-Times,n-tracking,Financial-Times/n-tracking,7020796,ivomurrell,Ivo Murrell,24
Financial-Times,n-tracking,Financial-Times/n-tracking,17846996,jkerr321,Jennifer Johnson,3
Financial-Times,n-tracking,Financial-Times/n-tracking,684559,kavanagh,Luke Kavanagh,2
Financial-Times,n-tracking,Financial-Times/n-tracking,54366961,leannecornish-ft,,1
Financial-Times,n-tracking,Financial-Times/n-tracking,17549437,magsallen,Mags Allen,2
Financial-Times,n-tracking,Financial-Times/n-tracking,7011304,meel-io,emiliodelatorre,9
Financial-Times,n-tracking,Financial-Times/n-tracking,5596564,noelenwenede,Emmanuel Enwenede,2
Financial-Times,n-tracking,Financial-Times/n-tracking,16935168,philsegal,Phil Segal,8
Financial-Times,n-tracking,Financial-Times/n-tracking,25180681,renovate-bot,Mend Renovate,5
Financial-Times,n-tracking,Financial-Times/n-tracking,138944,rowanmanning,Rowan Manning,17
Financial-Times,n-tracking,Financial-Times/n-tracking,112861262,sami-ft,,13
Financial-Times,n-tracking,Financial-Times/n-tracking,20088576,serena97,Serena Chan,6
Financial-Times,n-tracking,Financial-Times/n-tracking,900140,tom-parker,Tom Parker,1
Financial-Times,n-ui,Financial-Times/n-ui,524573,GlynnPhillips,Glynn Phillips,18
Financial-Times,n-ui,Financial-Times/n-ui,1569131,JakeChampion,Jake Champion,2
Financial-Times,n-ui,Financial-Times/n-ui,3882381,Lily2point0,,3
Financial-Times,n-ui,Financial-Times/n-ui,2817762,OttlikG,Gabor Ottlik,1
Financial-Times,n-ui,Financial-Times/n-ui,6273120,SamiTriki,~Sami Triki,7
Financial-Times,n-ui,Financial-Times/n-ui,6222359,StuartFT,Stuart Turner,3
Financial-Times,n-ui,Financial-Times/n-ui,4750238,TheoLeanse,Theo,6
Financial-Times,n-ui,Financial-Times/n-ui,15323495,VladDubrovskis,Vlad Dubrovskis,62
Financial-Times,n-ui,Financial-Times/n-ui,1978880,adgad,Arjun Gadhia,141
Financial-Times,n-ui,Financial-Times/n-ui,18816,aintgoin2goa,Paul Wilson,65
Financial-Times,n-ui,Financial-Times/n-ui,21342215,alevito,Alessandro Vito,3
Financial-Times,n-ui,Financial-Times/n-ui,8417658,alexandercurtis,Alex Curtis,5
Financial-Times,n-ui,Financial-Times/n-ui,3966773,alexflorisca,Alex Florisca,43
Financial-Times,n-ui,Financial-Times/n-ui,6599523,alexnaish,Alex Naish,5
Financial-Times,n-ui,Financial-Times/n-ui,68009,alicebartlett,Alice Bartlett,12
Financial-Times,n-ui,Financial-Times/n-ui,1217931,andrewgeorgiou1981,Andrew Georgiou,60
Financial-Times,n-ui,Financial-Times/n-ui,8938227,andygnewman,Andy Newman,16
Financial-Times,n-ui,Financial-Times/n-ui,10484515,andygout,Andy Gout,11
Financial-Times,n-ui,Financial-Times/n-ui,631757,apaleslimghost,Kara Brightwell,9
Financial-Times,n-ui,Financial-Times/n-ui,295469,benbarnett,Ben Barnett,7
Financial-Times,n-ui,Financial-Times/n-ui,8225167,binaryberry,Tatiana Stantonian,2
Financial-Times,n-ui,Financial-Times/n-ui,733849,bjfletcher,Ben Fletcher,18
Financial-Times,n-ui,Financial-Times/n-ui,203221,carlesandres,Carles Andrés,26
Financial-Times,n-ui,Financial-Times/n-ui,178266,chee,chee,1
Financial-Times,n-ui,Financial-Times/n-ui,84996,commuterjoy,Matt Chadburn,33
Financial-Times,n-ui,Financial-Times/n-ui,15640,constantology,christos constandinou,28
Financial-Times,n-ui,Financial-Times/n-ui,2759279,dan-searle,Dan Searle,2
Financial-Times,n-ui,Financial-Times/n-ui,6975428,dapenguin,Anthony Jeffery,12
Financial-Times,n-ui,Financial-Times/n-ui,996106,debugwand,D Budge,115
Financial-Times,n-ui,Financial-Times/n-ui,12828487,doramatadora,Dora Militaru,25
Financial-Times,n-ui,Financial-Times/n-ui,35035,edds,Edd Sowden,2
Financial-Times,n-ui,Financial-Times/n-ui,21194161,fenglish,Asuka Ochi,26
Financial-Times,n-ui,Financial-Times/n-ui,1362205,geek-caroline,Caroline,6
Financial-Times,n-ui,Financial-Times/n-ui,84737,georgecrawford,George Crawford,15
Financial-Times,n-ui,Financial-Times/n-ui,16777943,gvonkoss,Gabrielle von Koss,67
Financial-Times,n-ui,Financial-Times/n-ui,271645,i-like-robots,Matt Hinchliffe,212
Financial-Times,n-ui,Financial-Times/n-ui,675909,ifyio,Ifeanyi Isitor,6
Financial-Times,n-ui,Financial-Times/n-ui,74132,ironsidevsquincy,Darren Hurley,69
Financial-Times,n-ui,Financial-Times/n-ui,1705375,jamesnicholls,James Nicholls,1
Financial-Times,n-ui,Financial-Times/n-ui,25018001,jenniferemshepherd,Jennifer Shepherd,3
Financial-Times,n-ui,Financial-Times/n-ui,17846996,jkerr321,Jennifer Johnson,22
Financial-Times,n-ui,Financial-Times/n-ui,471250,jonnywyatt,Jon Wyatt,17
Financial-Times,n-ui,Financial-Times/n-ui,7278869,jrwebb,James Webb,1
Financial-Times,n-ui,Financial-Times/n-ui,10063385,kateloschinina,Katerina Loschinina,3
Financial-Times,n-ui,Financial-Times/n-ui,684559,kavanagh,Luke Kavanagh,7
Financial-Times,n-ui,Financial-Times/n-ui,118266,keithamus,Keith Cirkel,34
Financial-Times,n-ui,Financial-Times/n-ui,30316203,ker-an,Keran Braich,3
Financial-Times,n-ui,Financial-Times/n-ui,26767598,kitkat119,Kat Downes,3
Financial-Times,n-ui,Financial-Times/n-ui,4622378,laurieboyes,Laurie Boyes,21
Financial-Times,n-ui,Financial-Times/n-ui,3425322,lc512k,Laura Carvajal,89
Financial-Times,n-ui,Financial-Times/n-ui,150157,leafrogers,Leaf Rogers,326
Financial-Times,n-ui,Financial-Times/n-ui,11544418,leggsimon,Simon Legg,115
Financial-Times,n-ui,Financial-Times/n-ui,1721150,liamkeaton,Liam Keaton,4
Financial-Times,n-ui,Financial-Times/n-ui,6513313,ludrob,ludrob,3
Financial-Times,n-ui,Financial-Times/n-ui,17549437,magsallen,Mags Allen,24
Financial-Times,n-ui,Financial-Times/n-ui,825088,matthew-andrews,Matt Andrews,6
Financial-Times,n-ui,Financial-Times/n-ui,11778762,maxcbc,maxcbc,7
Financial-Times,n-ui,Financial-Times/n-ui,17617876,missamynicholson,Amy Nicholson,13
Financial-Times,n-ui,Financial-Times/n-ui,8199751,mmockett,Max Mockett,3
Financial-Times,n-ui,Financial-Times/n-ui,10405691,notlee,Lee Moody,1
Financial-Times,n-ui,Financial-Times/n-ui,3016741,paddyo,Patrick Orrell,2
Financial-Times,n-ui,Financial-Times/n-ui,80089,phamann,Patrick Hamann,6
Financial-Times,n-ui,Financial-Times/n-ui,708296,remybach,Rémy Bach,34
Financial-Times,n-ui,Financial-Times/n-ui,29139614,renovate[bot],,1
Financial-Times,n-ui,Financial-Times/n-ui,26438424,richardLuko,Richard Luko,2
Financial-Times,n-ui,Financial-Times/n-ui,616321,robsquires,Rob Squires,5
Financial-Times,n-ui,Financial-Times/n-ui,4048999,roland-vachter,Roland Vachter,3
Financial-Times,n-ui,Financial-Times/n-ui,215210,rowanbeentje,Rowan Beentje,1
Financial-Times,n-ui,Financial-Times/n-ui,138944,rowanmanning,Rowan Manning,2
Financial-Times,n-ui,Financial-Times/n-ui,17046637,saldixon,,2
Financial-Times,n-ui,Financial-Times/n-ui,2773428,simonplend,Simon Plenderleith,6
Financial-Times,n-ui,Financial-Times/n-ui,51677,sjparkinson,Samuel Parkinson,16
Financial-Times,n-ui,Financial-Times/n-ui,660635,tavvy,Adam Tavener,13
Financial-Times,n-ui,Financial-Times/n-ui,5130615,tbergmen,Tunca Bergmen,4
Financial-Times,n-ui,Financial-Times/n-ui,900140,tom-parker,Tom Parker,12
Financial-Times,n-ui,Financial-Times/n-ui,752680,umbobabo,Umberto,1
Financial-Times,n-ui,Financial-Times/n-ui,447559,wheresrhys,Rhys Evans,383
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,524573,GlynnPhillips,Glynn Phillips,2
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,1978880,adgad,Arjun Gadhia,11
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,10484515,andygout,Andy Gout,18
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,631757,apaleslimghost,Kara Brightwell,27
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,295469,benbarnett,Ben Barnett,2
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,14136353,chivchila,Olga,3
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,996106,debugwand,D Budge,4
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,165903752,dependency-auto-merger[bot],,1
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,100845808,diegoFernandoMauroFT,,2
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,35035,edds,Edd Sowden,2
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,20328348,emortong,Estefania Morton,12
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,1769746,gallal,,5
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,16777943,gvonkoss,Gabrielle von Koss,4
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,271645,i-like-robots,Matt Hinchliffe,22
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,7020796,ivomurrell,Ivo Murrell,16
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,25018001,jenniferemshepherd,Jennifer Shepherd,2
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,893208,joelcarr,Joel Carr,1
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,10063385,kateloschinina,Katerina Loschinina,1
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,684559,kavanagh,Luke Kavanagh,3
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,30316203,ker-an,Keran Braich,2
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,3425322,lc512k,Laura Carvajal,12
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,150157,leafrogers,Leaf Rogers,43
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,54366961,leannecornish-ft,,3
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,11544418,leggsimon,Simon Legg,1
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,17549437,magsallen,Mags Allen,1
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,11778762,maxcbc,maxcbc,1
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,10405691,notlee,Lee Moody,3
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,25180681,renovate-bot,Mend Renovate,4
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,138944,rowanmanning,Rowan Manning,6
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,20088576,serena97,Serena Chan,5
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,51677,sjparkinson,Samuel Parkinson,5
Financial-Times,n-ui-foundations,Financial-Times/n-ui-foundations,447559,wheresrhys,Rhys Evans,48
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,524573,GlynnPhillips,Glynn Phillips,3
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,4750238,TheoLeanse,Theo,3
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,18816,aintgoin2goa,Paul Wilson,4
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,3966773,alexflorisca,Alex Florisca,1
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,121219,alexmuller,Alex Muller,2
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,10484515,andygout,Andy Gout,12
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,631757,apaleslimghost,Kara Brightwell,1
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,295469,benbarnett,Ben Barnett,2
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,733849,bjfletcher,Ben Fletcher,2
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,996106,debugwand,D Budge,5
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,49699333,dependabot[bot],,1
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,165903752,dependency-auto-merger[bot],,1
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,35035,edds,Edd Sowden,2
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,20328348,emortong,Estefania Morton,8
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,21194161,fenglish,Asuka Ochi,2
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,271645,i-like-robots,Matt Hinchliffe,2
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,7020796,ivomurrell,Ivo Murrell,19
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,25018001,jenniferemshepherd,Jennifer Shepherd,2
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,893208,joelcarr,Joel Carr,2
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,684559,kavanagh,Luke Kavanagh,2
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,30316203,ker-an,Keran Braich,1
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,54366961,leannecornish-ft,,1
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,825088,matthew-andrews,Matt Andrews,111
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,25180681,renovate-bot,Mend Renovate,4
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,29139614,renovate[bot],,1
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,4048999,roland-vachter,Roland Vachter,1
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,138944,rowanmanning,Rowan Manning,8
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,20088576,serena97,Serena Chan,6
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,51677,sjparkinson,Samuel Parkinson,4
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,752680,umbobabo,Umberto,2
Financial-Times,n-url-management-api-read-client,Financial-Times/n-url-management-api-read-client,447559,wheresrhys,Rhys Evans,18
Financial-Times,n-utils,Financial-Times/n-utils,25328902,Nazehs,Nazeh Abel,4
Financial-Times,n-utils,Financial-Times/n-utils,195094,aasanchez,Alexis Sánchez,2
Financial-Times,n-utils,Financial-Times/n-utils,10453619,asugar13,Asier Ugarteche,4
Financial-Times,n-utils,Financial-Times/n-utils,98393608,danieleruiz,,5
Financial-Times,n-utils,Financial-Times/n-utils,35035,edds,Edd Sowden,2
Financial-Times,n-utils,Financial-Times/n-utils,25018001,jenniferemshepherd,Jennifer Shepherd,2
Financial-Times,n-utils,Financial-Times/n-utils,30316203,ker-an,Keran Braich,1
Financial-Times,n-utils,Financial-Times/n-utils,25180681,renovate-bot,Mend Renovate,1
Financial-Times,n-utils,Financial-Times/n-utils,51677,sjparkinson,Samuel Parkinson,2
Financial-Times,n-utils,Financial-Times/n-utils,447559,wheresrhys,Rhys Evans,1
Financial-Times,n-utils,Financial-Times/n-utils,3323196,zhenyulin,Zhenyu Lin,24
Financial-Times,n-webpack,Financial-Times/n-webpack,1569131,JakeChampion,Jake Champion,1
