org,repo_name,full_name,id,login,user_name,contributions
guardian,oz-nauru-files-old,guardian/oz-nauru-files-old,960919,mattosborn,Matt Osborn,5
guardian,oz-nauru-files-old,guardian/oz-nauru-files-old,4686066,nickjevershed,Nick Evershed,20
guardian,oz-radial-daylight-chart,guardian/oz-radial-daylight-chart,12876467,7091lapS,Antonio Voce,10
guardian,oz-radial-daylight-chart,guardian/oz-radial-daylight-chart,20658471,HarryFischer,Harry Fischer,2
guardian,oz-radial-daylight-chart,guardian/oz-radial-daylight-chart,10324129,ajwl,Anna,30
guardian,oz-radial-daylight-chart,guardian/oz-radial-daylight-chart,2619836,davidfurey,David Furey,1
guardian,oz-radial-daylight-chart,guardian/oz-radial-daylight-chart,2236852,holder-josh,Josh Holder,13
guardian,oz-radial-daylight-chart,guardian/oz-radial-daylight-chart,8754692,jfsoul,Jon Soul,1
guardian,oz-radial-daylight-chart,guardian/oz-radial-daylight-chart,4686066,nickjevershed,Nick Evershed,2
guardian,oz-radial-daylight-chart,guardian/oz-radial-daylight-chart,3602407,seanclarkeguardian,Seán Clarke,9
guardian,oz-radial-daylight-chart,guardian/oz-radial-daylight-chart,15012415,tinius,Niko Kommenda,5
guardian,oz-rainfall-charts-cumulative,guardian/oz-rainfall-charts-cumulative,12876467,7091lapS,Antonio Voce,10
guardian,oz-rainfall-charts-cumulative,guardian/oz-rainfall-charts-cumulative,20658471,HarryFischer,Harry Fischer,2
guardian,oz-rainfall-charts-cumulative,guardian/oz-rainfall-charts-cumulative,10324129,ajwl,Anna,29
guardian,oz-rainfall-charts-cumulative,guardian/oz-rainfall-charts-cumulative,2619836,davidfurey,David Furey,1
guardian,oz-rainfall-charts-cumulative,guardian/oz-rainfall-charts-cumulative,2236852,holder-josh,Josh Holder,13
guardian,oz-rainfall-charts-cumulative,guardian/oz-rainfall-charts-cumulative,2109079,jerseywonder,Andy Ball,1
guardian,oz-rainfall-charts-cumulative,guardian/oz-rainfall-charts-cumulative,8754692,jfsoul,Jon Soul,1
guardian,oz-rainfall-charts-cumulative,guardian/oz-rainfall-charts-cumulative,4686066,nickjevershed,Nick Evershed,6
guardian,oz-rainfall-charts-cumulative,guardian/oz-rainfall-charts-cumulative,3602407,seanclarkeguardian,Seán Clarke,9
guardian,oz-rainfall-charts-cumulative,guardian/oz-rainfall-charts-cumulative,15012415,tinius,Niko Kommenda,5
guardian,oz-register-of-interests-scraper,guardian/oz-register-of-interests-scraper,4686066,nickjevershed,Nick Evershed,1
guardian,oz-scraper-server-setup,guardian/oz-scraper-server-setup,4686066,nickjevershed,Nick Evershed,3
guardian,oz-unemployment-cost-of-living,guardian/oz-unemployment-cost-of-living,17534659,joshnicholas,Josh Nicholas,8
guardian,oz-unemployment-cost-of-living,guardian/oz-unemployment-cost-of-living,4686066,nickjevershed,Nick Evershed,6
guardian,oz-vic-covid-hospitalisations,guardian/oz-vic-covid-hospitalisations,17534659,joshnicholas,Josh Nicholas,6
guardian,pa-api-local-proxy,guardian/pa-api-local-proxy,49187886,dskamiotis,Demetrios Skamiotis,16
guardian,pa-api-local-proxy,guardian/pa-api-local-proxy,70634759,groakland,Grahame Oakland,1
guardian,pa-browser,guardian/pa-browser,29761,adamnfish,Adam Fisher,30
guardian,pa-browser,guardian/pa-browser,31692,jamesgorrie,James Gorrie,3
guardian,pa-football-client,guardian/pa-football-client,53781962,JamieB-gu,Jamie B,12
guardian,pa-football-client,guardian/pa-football-client,986155,NathanielBennett,Nathaniel Bennett,5
guardian,pa-football-client,guardian/pa-football-client,67543397,NovemberTang,Natasha,1
guardian,pa-football-client,guardian/pa-football-client,29203769,QuarpT,Peter C,2
guardian,pa-football-client,guardian/pa-football-client,233326,TBonnin,Thomas Bonnin,12
guardian,pa-football-client,guardian/pa-football-client,29761,adamnfish,Adam Fisher,57
guardian,pa-football-client,guardian/pa-football-client,3389563,alexduf,Alex Dufournet,5
guardian,pa-football-client,guardian/pa-football-client,62836,daithiocrualaoich,Daithi O Crualaoich,2
guardian,pa-football-client,guardian/pa-football-client,2619836,davidfurey,David Furey,3
guardian,pa-football-client,guardian/pa-football-client,41898282,github-actions[bot],,10
guardian,pa-football-client,guardian/pa-football-client,76709,gklopper,Grant Klopper,61
guardian,pa-football-client,guardian/pa-football-client,156913822,gu-dependency-graph-integrator[bot],,1
guardian,pa-football-client,guardian/pa-football-client,157699227,gu-scala-library-release[bot],,8
guardian,pa-football-client,guardian/pa-football-client,108136057,gu-scala-steward-public-repos[bot],,17
guardian,pa-football-client,guardian/pa-football-client,19683595,ioannakok,Ioanna Kokkini,1
guardian,pa-football-client,guardian/pa-football-client,445472,janua,Francis,11
guardian,pa-football-client,guardian/pa-football-client,8754692,jfsoul,Jon Soul,2
guardian,pa-football-client,guardian/pa-football-client,1722550,kelvin-chappell,,1
guardian,pa-football-client,guardian/pa-football-client,953792,kenoir,Robert Kenny,1
guardian,pa-football-client,guardian/pa-football-client,76776,mxdvl,Max Duval,1
guardian,pa-football-client,guardian/pa-football-client,858402,nicl,nic.long,6
guardian,pa-football-client,guardian/pa-football-client,1001642,robertberry-zz,Rob Berry,12
guardian,pa-football-client,guardian/pa-football-client,52038,rtyley,Roberto Tyley,29
guardian,pa-scout,guardian/pa-scout,951849,maxspencer,Max Spencer,7
guardian,pa-simulator,guardian/pa-simulator,3389563,alexduf,Alex Dufournet,8
guardian,pacific_extractives_trade,guardian/pacific_extractives_trade,17534659,joshnicholas,Josh Nicholas,12
guardian,pan-domain-authentication,guardian/pan-domain-authentication,2153620,DiegoVazquezNanini,Diego Vazquez Nanini,6
guardian,pan-domain-authentication,guardian/pan-domain-authentication,4633246,SHession,Sam Hession,1
guardian,pan-domain-authentication,guardian/pan-domain-authentication,29761,adamnfish,Adam Fisher,27
guardian,pan-domain-authentication,guardian/pan-domain-authentication,836140,akash1810,Akash Askoolum,29
guardian,pan-domain-authentication,guardian/pan-domain-authentication,3389563,alexduf,Alex Dufournet,3
guardian,pan-domain-authentication,guardian/pan-domain-authentication,10963046,andrew-nowak,Andrew Nowak,107
guardian,pan-domain-authentication,guardian/pan-domain-authentication,37048459,bryophyta,Pete F,4
guardian,pan-domain-authentication,guardian/pan-domain-authentication,2619836,davidfurey,David Furey,7
guardian,pan-domain-authentication,guardian/pan-domain-authentication,49699333,dependabot[bot],,4
guardian,pan-domain-authentication,guardian/pan-domain-authentication,150677948,gu-changesets-release-pr[bot],,1
guardian,pan-domain-authentication,guardian/pan-domain-authentication,156913822,gu-dependency-graph-integrator[bot],,1
guardian,pan-domain-authentication,guardian/pan-domain-authentication,157699227,gu-scala-library-release[bot],,24
guardian,pan-domain-authentication,guardian/pan-domain-authentication,108136057,gu-scala-steward-public-repos[bot],,13
guardian,pan-domain-authentication,guardian/pan-domain-authentication,31692,jamesgorrie,James Gorrie,8
guardian,pan-domain-authentication,guardian/pan-domain-authentication,8750261,jamie-pitts,Jamie Pitts,2
guardian,pan-domain-authentication,guardian/pan-domain-authentication,8754692,jfsoul,Jon Soul,3
guardian,pan-domain-authentication,guardian/pan-domain-authentication,5122968,joelochlann,Joseph Smith,2
guardian,pan-domain-authentication,guardian/pan-domain-authentication,7767575,jonathonherbert,Jonathon Herbert,17
guardian,pan-domain-authentication,guardian/pan-domain-authentication,5154737,jukecraft,Juke,1
guardian,pan-domain-authentication,guardian/pan-domain-authentication,1722550,kelvin-chappell,,4
guardian,pan-domain-authentication,guardian/pan-domain-authentication,953792,kenoir,Robert Kenny,2
guardian,pan-domain-authentication,guardian/pan-domain-authentication,1202622,lindseydew,Lindsey Dew,5
guardian,pan-domain-authentication,guardian/pan-domain-authentication,3128220,m4tx,Mateusz Maćkowski,1
guardian,pan-domain-authentication,guardian/pan-domain-authentication,395805,mbarton,Michael Barton,20
guardian,pan-domain-authentication,guardian/pan-domain-authentication,615085,mchv,Mariot Chauvin,7
guardian,pan-domain-authentication,guardian/pan-domain-authentication,3606555,philmcmahon,Philip McMahon,4
guardian,pan-domain-authentication,guardian/pan-domain-authentication,680284,piuccio,Fabio Crisci,2
guardian,pan-domain-authentication,guardian/pan-domain-authentication,33927854,rebecca-thompson,Rebecca Thompson,7
guardian,pan-domain-authentication,guardian/pan-domain-authentication,34686302,rhystmills,Rhys Mills,2
guardian,pan-domain-authentication,guardian/pan-domain-authentication,52038,rtyley,Roberto Tyley,57
guardian,pan-domain-authentication,guardian/pan-domain-authentication,1236466,sihil,Simon Hildrew,31
guardian,pan-domain-authentication,guardian/pan-domain-authentication,145254,steppenwells,Stephen Wells,71
guardian,pan-domain-authentication,guardian/pan-domain-authentication,6666113,susiecoleman,Susie Coleman,2
guardian,pan-domain-authentication,guardian/pan-domain-authentication,36964,theefer,Sébastien Cevey,36
guardian,pan-domain-authentication,guardian/pan-domain-authentication,19289579,twrichards,Tom Richards,2
guardian,pan-domain-lambda,guardian/pan-domain-lambda,47482049,ParisaTork,Parisa Tork,2
guardian,pan-domain-lambda,guardian/pan-domain-lambda,3066534,Reettaphant,Reetta Vaahtoranta,10
guardian,pan-domain-lambda,guardian/pan-domain-lambda,836140,akash1810,Akash Askoolum,7
guardian,pan-domain-lambda,guardian/pan-domain-lambda,47318984,aracho1,Ara Cho,2
guardian,pan-domain-lambda,guardian/pan-domain-lambda,953792,kenoir,Robert Kenny,2
guardian,pan-domain-lambda,guardian/pan-domain-lambda,395805,mbarton,Michael Barton,1
guardian,pan-domain-node,guardian/pan-domain-node,2153620,DiegoVazquezNanini,Diego Vazquez Nanini,6
guardian,pan-domain-node,guardian/pan-domain-node,4633246,SHession,Sam Hession,2
guardian,pan-domain-node,guardian/pan-domain-node,29761,adamnfish,Adam Fisher,27
guardian,pan-domain-node,guardian/pan-domain-node,836140,akash1810,Akash Askoolum,29
guardian,pan-domain-node,guardian/pan-domain-node,3389563,alexduf,Alex Dufournet,3
guardian,pan-domain-node,guardian/pan-domain-node,10963046,andrew-nowak,Andrew Nowak,103
guardian,pan-domain-node,guardian/pan-domain-node,37048459,bryophyta,Pete F,3
guardian,pan-domain-node,guardian/pan-domain-node,2619836,davidfurey,David Furey,19
guardian,pan-domain-node,guardian/pan-domain-node,49699333,dependabot[bot],,3
guardian,pan-domain-node,guardian/pan-domain-node,23191049,emdash-ie,Emily Bourke,2
guardian,pan-domain-node,guardian/pan-domain-node,150677948,gu-changesets-release-pr[bot],,5
guardian,pan-domain-node,guardian/pan-domain-node,156913822,gu-dependency-graph-integrator[bot],,1
guardian,pan-domain-node,guardian/pan-domain-node,157699227,gu-scala-library-release[bot],,12
guardian,pan-domain-node,guardian/pan-domain-node,108136057,gu-scala-steward-public-repos[bot],,12
guardian,pan-domain-node,guardian/pan-domain-node,31692,jamesgorrie,James Gorrie,8
guardian,pan-domain-node,guardian/pan-domain-node,8750261,jamie-pitts,Jamie Pitts,2
guardian,pan-domain-node,guardian/pan-domain-node,8754692,jfsoul,Jon Soul,3
guardian,pan-domain-node,guardian/pan-domain-node,7767575,jonathonherbert,Jonathon Herbert,17
guardian,pan-domain-node,guardian/pan-domain-node,5154737,jukecraft,Juke,1
guardian,pan-domain-node,guardian/pan-domain-node,1722550,kelvin-chappell,,4
guardian,pan-domain-node,guardian/pan-domain-node,953792,kenoir,Robert Kenny,2
guardian,pan-domain-node,guardian/pan-domain-node,1202622,lindseydew,Lindsey Dew,5
guardian,pan-domain-node,guardian/pan-domain-node,3128220,m4tx,Mateusz Maćkowski,1
guardian,pan-domain-node,guardian/pan-domain-node,395805,mbarton,Michael Barton,20
guardian,pan-domain-node,guardian/pan-domain-node,615085,mchv,Mariot Chauvin,7
guardian,pan-domain-node,guardian/pan-domain-node,3606555,philmcmahon,Philip McMahon,4
guardian,pan-domain-node,guardian/pan-domain-node,680284,piuccio,Fabio Crisci,2
guardian,pan-domain-node,guardian/pan-domain-node,33927854,rebecca-thompson,Rebecca Thompson,7
guardian,pan-domain-node,guardian/pan-domain-node,52038,rtyley,Roberto Tyley,43
guardian,pan-domain-node,guardian/pan-domain-node,1236466,sihil,Simon Hildrew,31
guardian,pan-domain-node,guardian/pan-domain-node,145254,steppenwells,Stephen Wells,71
guardian,pan-domain-node,guardian/pan-domain-node,6666113,susiecoleman,Susie Coleman,2
guardian,pan-domain-node,guardian/pan-domain-node,36964,theefer,Sébastien Cevey,36
guardian,pan-domain-node,guardian/pan-domain-node,19289579,twrichards,Tom Richards,2
guardian,pan-domain-node,guardian/pan-domain-node,89925410,waisingyiu,Wai Sing Yiu,14
guardian,panda-hmac,guardian/panda-hmac,47482049,ParisaTork,Parisa Tork,1
guardian,panda-hmac,guardian/panda-hmac,836140,akash1810,Akash Askoolum,4
guardian,panda-hmac,guardian/panda-hmac,10963046,andrew-nowak,Andrew Nowak,16
guardian,panda-hmac,guardian/panda-hmac,12482441,fredex42,Andy Gallagher,10
guardian,panda-hmac,guardian/panda-hmac,5560113,itsibitzi,Sam Cutler,5
guardian,panda-hmac,guardian/panda-hmac,8754692,jfsoul,Jon Soul,4
guardian,panda-hmac,guardian/panda-hmac,7767575,jonathonherbert,Jonathon Herbert,2
guardian,panda-hmac,guardian/panda-hmac,953792,kenoir,Robert Kenny,8
guardian,panda-hmac,guardian/panda-hmac,34686302,rhystmills,Rhys Mills,2
guardian,panda-hmac,guardian/panda-hmac,145254,steppenwells,Stephen Wells,3
guardian,panda-hmac,guardian/panda-hmac,15648334,tjsilver,TJ Silver,1
guardian,panda-hmac,guardian/panda-hmac,19289579,twrichards,Tom Richards,2
guardian,panda-session,guardian/panda-session,36964,theefer,Sébastien Cevey,15
guardian,pandoc-converter,guardian/pandoc-converter,23191049,emdash-ie,Emily Bourke,52
guardian,pandular,guardian/pandular,31692,jamesgorrie,James Gorrie,5
guardian,pandular,guardian/pandular,953792,kenoir,Robert Kenny,1
guardian,pandular,guardian/pandular,36964,theefer,Sébastien Cevey,14
guardian,panopticon,guardian/panopticon,19835654,frankie297,Francesca Hammond,29
guardian,panopticon,guardian/panopticon,23078809,simone-smith,Simone Smith,31
guardian,panopticon,guardian/panopticon,32312712,vlbee,vanessa,22
guardian,parameter-store-migration,guardian/parameter-store-migration,1513454,tomrf1,Tom Forbes,3
guardian,parcel-react-typescript,guardian/parcel-react-typescript,836140,akash1810,Akash Askoolum,1
guardian,parcel-react-typescript,guardian/parcel-react-typescript,3285072,michaelclapham,Michael Clapham,2
guardian,parking-lot,guardian/parking-lot,485461,andybotting,Andy Botting,39
guardian,parking-lot,guardian/parking-lot,1236466,sihil,Simon Hildrew,1
guardian,parliament-questions,guardian/parliament-questions,15894063,marjisound,Marjan Kalanaki,37
guardian,parliament-questions,guardian/parliament-questions,17057932,zekehuntergreen,Zeke Hunter-Green,1
guardian,participation-poll-embed,guardian/participation-poll-embed,1590704,GHaberis,George Haberis,3
guardian,participation-poll-embed,guardian/participation-poll-embed,47482049,ParisaTork,Parisa Tork,1
guardian,participation-poll-embed,guardian/participation-poll-embed,1764158,gidsg,Gideon Goldberg,59
guardian,participation-poll-embed,guardian/participation-poll-embed,8754692,jfsoul,Jon Soul,3
guardian,pasteup,guardian/pasteup,5931528,SiAdcock,Simon Adcock,2
guardian,pasteup,guardian/pasteup,29761,adamnfish,Adam Fisher,1
guardian,pasteup,guardian/pasteup,30920,ahume,Andy Hume,197
guardian,pasteup,guardian/pasteup,34966,bruntonspall,Michael Brunton-Spall,1
guardian,pasteup,guardian/pasteup,394376,mattandrews,Matt Andrews,11
guardian,pasteup,guardian/pasteup,615085,mchv,Mariot Chauvin,6
guardian,pasteup,guardian/pasteup,867233,sndrs,Alex Sanders,3
guardian,pasteup,guardian/pasteup,36964,theefer,Sébastien Cevey,10
guardian,pasteup-buttons,guardian/pasteup-buttons,1303616,austinh7,Austin Harris,21
guardian,pasteup-buttons,guardian/pasteup-buttons,2236852,holder-josh,Josh Holder,16
guardian,pasteup-buttons,guardian/pasteup-buttons,445472,janua,Francis,4
guardian,pasteup-buttons,guardian/pasteup-buttons,8754692,jfsoul,Jon Soul,2
guardian,pasteup-buttons,guardian/pasteup-buttons,953792,kenoir,Robert Kenny,1
guardian,pasteup-buttons,guardian/pasteup-buttons,80089,phamann,Patrick Hamann,1
guardian,pasteup-buttons,guardian/pasteup-buttons,45403038,sammorrisdesign,Sam Morris,6
guardian,pasteup-buttons,guardian/pasteup-buttons,867233,sndrs,Alex Sanders,7
guardian,pasteup-forms,guardian/pasteup-forms,123386,davidrapson,David Rapson,1
guardian,pasteup-forms,guardian/pasteup-forms,85783,kaelig,Kaelig Deloumeau-Prigent,26
guardian,pasteup-forms,guardian/pasteup-forms,481903,marchibbins,Marc Hibbins,1
guardian,pasteup-forms,guardian/pasteup-forms,45403038,sammorrisdesign,Sam Morris,11
guardian,pasteup-forms,guardian/pasteup-forms,867233,sndrs,Alex Sanders,7
guardian,pasteup-palette,guardian/pasteup-palette,1303616,austinh7,Austin Harris,1
guardian,pasteup-palette,guardian/pasteup-palette,80089,phamann,Patrick Hamann,1
guardian,pasteup-palette,guardian/pasteup-palette,45403038,sammorrisdesign,Sam Morris,37
guardian,pasteup-palette,guardian/pasteup-palette,867233,sndrs,Alex Sanders,18
guardian,path-manager,guardian/path-manager,2670496,AWare,Alex Ware,15
guardian,path-manager,guardian/path-manager,67543397,NovemberTang,Natasha,2
guardian,path-manager,guardian/path-manager,47482049,ParisaTork,Parisa Tork,6
guardian,path-manager,guardian/path-manager,4633246,SHession,Sam Hession,2
guardian,path-manager,guardian/path-manager,836140,akash1810,Akash Askoolum,10
guardian,path-manager,guardian/path-manager,2619836,davidfurey,David Furey,19
guardian,path-manager,guardian/path-manager,30567854,dblatcher,David Blatcher,3
guardian,path-manager,guardian/path-manager,156913822,gu-dependency-graph-integrator[bot],,1
guardian,path-manager,guardian/path-manager,7767575,jonathonherbert,Jonathon Herbert,4
guardian,path-manager,guardian/path-manager,5154737,jukecraft,Juke,1
guardian,path-manager,guardian/path-manager,615085,mchv,Mariot Chauvin,9
guardian,path-manager,guardian/path-manager,3606555,philmcmahon,Philip McMahon,1
guardian,path-manager,guardian/path-manager,33927854,rebecca-thompson,Rebecca Thompson,14
guardian,path-manager,guardian/path-manager,34686302,rhystmills,Rhys Mills,2
guardian,path-manager,guardian/path-manager,7312,rrees,Robert Rees,4
guardian,path-manager,guardian/path-manager,1236466,sihil,Simon Hildrew,23
guardian,path-manager,guardian/path-manager,145254,steppenwells,Stephen Wells,73
guardian,path-manager,guardian/path-manager,19289579,twrichards,Tom Richards,36
guardian,pathogen-simulator,guardian/pathogen-simulator,2109079,jerseywonder,Andy Ball,97
guardian,pathogen-simulator,guardian/pathogen-simulator,4686066,nickjevershed,Nick Evershed,31
guardian,paygap-automated-story,guardian/paygap-automated-story,4686066,nickjevershed,Nick Evershed,2
guardian,payment-failure-comms,guardian/payment-failure-comms,99180049,MaelGNM,Maël Zoungrana,1
guardian,payment-failure-comms,guardian/payment-failure-comms,23298731,graham228221,Graham Hopgood,3
guardian,payment-failure-comms,guardian/payment-failure-comms,156913822,gu-dependency-graph-integrator[bot],,1
guardian,payment-failure-comms,guardian/payment-failure-comms,108136057,gu-scala-steward-public-repos[bot],,2
guardian,payment-failure-comms,guardian/payment-failure-comms,408027,guardian-ci,theguardian.com continuous integration,2
guardian,payment-failure-comms,guardian/payment-failure-comms,19384074,jacobwinch,Jacob Winch,1
guardian,payment-failure-comms,guardian/payment-failure-comms,8754692,jfsoul,Jon Soul,1
guardian,payment-failure-comms,guardian/payment-failure-comms,7304387,johnduffell,John Duffell,7
guardian,payment-failure-comms,guardian/payment-failure-comms,91546670,jonflynng,Jonathan Flynn,7
guardian,payment-failure-comms,guardian/payment-failure-comms,1722550,kelvin-chappell,,40
guardian,payment-failure-comms,guardian/payment-failure-comms,48949546,ripecosta,Ricardo Costa,22
guardian,payment-failure-comms,guardian/payment-failure-comms,43047562,scala-steward,Scala Steward,42
guardian,payment-failure-comms,guardian/payment-failure-comms,379839,tjmw,Tom Wey,1
guardian,paypal-nvp-play,guardian/paypal-nvp-play,53781962,JamieB-gu,Jamie B,31
guardian,paypal-spike,guardian/paypal-spike,53781962,JamieB-gu,Jamie B,19
guardian,pgp-manager,guardian/pgp-manager,29761,adamnfish,Adam Fisher,1
guardian,pgp-manager,guardian/pgp-manager,5290026,dbgdngit,Dave Boxall,15
guardian,pgp-manager,guardian/pgp-manager,8607683,katebee,Kate Whalen,2
guardian,pii-sanitiser,guardian/pii-sanitiser,15648334,tjsilver,TJ Silver,2
guardian,pinboard,guardian/pinboard,40991816,Fweddi,Freddie Preece,4
guardian,pinboard,guardian/pinboard,102960844,Georges-GNM,Georges Lebreton,9
guardian,pinboard,guardian/pinboard,5357530,KaliedaRik,Rik Roots,1
guardian,pinboard,guardian/pinboard,4633246,SHession,Sam Hession,3
guardian,pinboard,guardian/pinboard,10963046,andrew-nowak,Andrew Nowak,106
guardian,pinboard,guardian/pinboard,47318984,aracho1,Ara Cho,113
guardian,pinboard,guardian/pinboard,2619836,davidfurey,David Furey,8
guardian,pinboard,guardian/pinboard,30567854,dblatcher,David Blatcher,16
guardian,pinboard,guardian/pinboard,49699333,dependabot[bot],,5
guardian,pinboard,guardian/pinboard,23191049,emdash-ie,Emily Bourke,2
guardian,pinboard,guardian/pinboard,11380557,frederickobrien,Frederick O'Brien,7
guardian,pinboard,guardian/pinboard,19384074,jacobwinch,Jacob Winch,1
guardian,pinboard,guardian/pinboard,12645938,jennygrahamjones,Jenny Graham-Jones,48
guardian,pinboard,guardian/pinboard,8754692,jfsoul,Jon Soul,4
guardian,pinboard,guardian/pinboard,615085,mchv,Mariot Chauvin,8
guardian,pinboard,guardian/pinboard,3277259,phillipbarron,Phill Barron,72
guardian,pinboard,guardian/pinboard,45033520,pradasa,Ana Pradas,5
guardian,pinboard,guardian/pinboard,34686302,rhystmills,Rhys Mills,20
guardian,pinboard,guardian/pinboard,7883129,samanthagottlieb,Samantha Gottlieb,3
guardian,pinboard,guardian/pinboard,19733683,snyk-bot,Snyk bot,6
guardian,pinboard,guardian/pinboard,15648334,tjsilver,TJ Silver,65
guardian,pinboard,guardian/pinboard,19289579,twrichards,Tom Richards,730
guardian,pinboard,guardian/pinboard,89925410,waisingyiu,Wai Sing Yiu,4
guardian,piper,guardian/piper,951849,maxspencer,Max Spencer,46
guardian,pitch-to,guardian/pitch-to,1289259,dominickendrick,Dominic Kendrick,9
guardian,pitch-to,guardian/pitch-to,45403038,sammorrisdesign,Sam Morris,1
guardian,pkgu,guardian/pkgu,67543397,NovemberTang,Natasha,2
guardian,pkgu,guardian/pkgu,5931528,SiAdcock,Simon Adcock,10
guardian,pkgu,guardian/pkgu,49699333,dependabot[bot],,7
guardian,pkgu,guardian/pkgu,867233,sndrs,Alex Sanders,49
guardian,play-brotli-filter,guardian/play-brotli-filter,1229808,alinaboghiu,Alina Boghiu,1
guardian,play-brotli-filter,guardian/play-brotli-filter,10963046,andrew-nowak,Andrew Nowak,2
guardian,play-brotli-filter,guardian/play-brotli-filter,156913822,gu-dependency-graph-integrator[bot],,1
guardian,play-brotli-filter,guardian/play-brotli-filter,615085,mchv,Mariot Chauvin,168
guardian,play-googleauth,guardian/play-googleauth,2670496,AWare,Alex Ware,4
guardian,play-googleauth,guardian/play-googleauth,17780995,Divs-B,Divya Bhatt,13
guardian,play-googleauth,guardian/play-googleauth,6162929,Jpsi,Philip Fol,7
guardian,play-googleauth,guardian/play-googleauth,67543397,NovemberTang,Natasha,1
guardian,play-googleauth,guardian/play-googleauth,4633246,SHession,Sam Hession,2
guardian,play-googleauth,guardian/play-googleauth,29761,adamnfish,Adam Fisher,27
guardian,play-googleauth,guardian/play-googleauth,836140,akash1810,Akash Askoolum,3
guardian,play-googleauth,guardian/play-googleauth,9820960,amyhughes,Amy Hughes,6
guardian,play-googleauth,guardian/play-googleauth,106760,cb372,Chris Birchall,3
guardian,play-googleauth,guardian/play-googleauth,1684649,danmassie,Dan Massie,2
guardian,play-googleauth,guardian/play-googleauth,2619836,davidfurey,David Furey,24
guardian,play-googleauth,guardian/play-googleauth,49699333,dependabot[bot],,1
guardian,play-googleauth,guardian/play-googleauth,23191049,emdash-ie,Emily Bourke,19
guardian,play-googleauth,guardian/play-googleauth,2373681,emma-p,Emmanuelle Franquelin,1
guardian,play-googleauth,guardian/play-googleauth,41898282,github-actions[bot],,3
guardian,play-googleauth,guardian/play-googleauth,156913822,gu-dependency-graph-integrator[bot],,1
guardian,play-googleauth,guardian/play-googleauth,157699227,gu-scala-library-release[bot],,110
guardian,play-googleauth,guardian/play-googleauth,108136057,gu-scala-steward-public-repos[bot],,159
guardian,play-googleauth,guardian/play-googleauth,19683595,ioannakok,Ioanna Kokkini,7
guardian,play-googleauth,guardian/play-googleauth,445472,janua,Francis,6
guardian,play-googleauth,guardian/play-googleauth,5122968,joelochlann,Joseph Smith,6
guardian,play-googleauth,guardian/play-googleauth,7304387,johnduffell,John Duffell,18
guardian,play-googleauth,guardian/play-googleauth,32717,kant,Darío Hereñú,1
guardian,play-googleauth,guardian/play-googleauth,1722550,kelvin-chappell,,6
guardian,play-googleauth,guardian/play-googleauth,1202622,lindseydew,Lindsey Dew,6
guardian,play-googleauth,guardian/play-googleauth,406099,markjamesbutler,Mark Butler,6
guardian,play-googleauth,guardian/play-googleauth,615085,mchv,Mariot Chauvin,18
guardian,play-googleauth,guardian/play-googleauth,68329,philwills,Phil Wills,6
guardian,play-googleauth,guardian/play-googleauth,15324270,pvighi,Patricio Vighi,2
guardian,play-googleauth,guardian/play-googleauth,52038,rtyley,Roberto Tyley,227
guardian,play-googleauth,guardian/play-googleauth,615057,satterly,Nick Satterly,2
guardian,play-googleauth,guardian/play-googleauth,43047562,scala-steward,Scala Steward,25
guardian,play-googleauth,guardian/play-googleauth,6035518,shtukas,Pascal Honoré,1
guardian,play-googleauth,guardian/play-googleauth,1236466,sihil,Simon Hildrew,69
guardian,play-googleauth,guardian/play-googleauth,23078809,simone-smith,Simone Smith,4
guardian,play-googleauth,guardian/play-googleauth,145254,steppenwells,Stephen Wells,1
guardian,play-googleauth,guardian/play-googleauth,1513454,tomrf1,Tom Forbes,6
guardian,play-googleauth,guardian/play-googleauth,150238,tonytw1,Tony McCrae,1
guardian,play-passkeyauth,guardian/play-passkeyauth,108136057,gu-scala-steward-public-repos[bot],,2
guardian,play-passkeyauth,guardian/play-passkeyauth,1722550,kelvin-chappell,,24
guardian,play-pathbindable-issue,guardian/play-pathbindable-issue,52038,rtyley,Roberto Tyley,1
guardian,play-scala-example,guardian/play-scala-example,836140,akash1810,Akash Askoolum,3
guardian,play-scala-example,guardian/play-scala-example,49187886,dskamiotis,Demetrios Skamiotis,3
guardian,play-secret-rotation,guardian/play-secret-rotation,17780995,Divs-B,Divya Bhatt,16
guardian,play-secret-rotation,guardian/play-secret-rotation,53781962,JamieB-gu,Jamie B,2
guardian,play-secret-rotation,guardian/play-secret-rotation,4633246,SHession,Sam Hession,5
guardian,play-secret-rotation,guardian/play-secret-rotation,9820960,amyhughes,Amy Hughes,1
guardian,play-secret-rotation,guardian/play-secret-rotation,2619836,davidfurey,David Furey,4
guardian,play-secret-rotation,guardian/play-secret-rotation,23424805,deedeeh,Dina Hafez,2
guardian,play-secret-rotation,guardian/play-secret-rotation,23191049,emdash-ie,Emily Bourke,17
guardian,play-secret-rotation,guardian/play-secret-rotation,41898282,github-actions[bot],,37
guardian,play-secret-rotation,guardian/play-secret-rotation,156913822,gu-dependency-graph-integrator[bot],,1
guardian,play-secret-rotation,guardian/play-secret-rotation,157699227,gu-scala-library-release[bot],,116
guardian,play-secret-rotation,guardian/play-secret-rotation,108136057,gu-scala-steward-public-repos[bot],,158
guardian,play-secret-rotation,guardian/play-secret-rotation,19683595,ioannakok,Ioanna Kokkini,6
